blockHash, blockNum, TimeOfArrival, parentBlockHash
78c54394-100e-11ec-8ac6-b587e4952d4b, 1, 56.34428 sec, GENESIS
78c543a2-100e-11ec-8ac6-b587e4952d4b, 2, 801.9833000000001 sec, 78c54394-100e-11ec-8ac6-b587e4952d4b
78c54402-100e-11ec-8ac6-b587e4952d4b, 3, 904.38432 sec, 78c543a2-100e-11ec-8ac6-b587e4952d4b
78c54421-100e-11ec-8ac6-b587e4952d4b, 4, 908.94094 sec, 78c54402-100e-11ec-8ac6-b587e4952d4b
78c5442b-100e-11ec-8ac6-b587e4952d4b, 5, 1177.42606 sec, 78c54421-100e-11ec-8ac6-b587e4952d4b
78c54466-100e-11ec-8ac6-b587e4952d4b, 6, 2157.8095 sec, 78c5442b-100e-11ec-8ac6-b587e4952d4b
78c544d0-100e-11ec-8ac6-b587e4952d4b, 7, 2708.17036 sec, 78c54466-100e-11ec-8ac6-b587e4952d4b
78c54520-100e-11ec-8ac6-b587e4952d4b, 8, 2738.06558 sec, 78c544d0-100e-11ec-8ac6-b587e4952d4b
78c5453f-100e-11ec-8ac6-b587e4952d4b, 9, 3531.3457200000003 sec, 78c54520-100e-11ec-8ac6-b587e4952d4b
78c54593-100e-11ec-8ac6-b587e4952d4b, 10, 5508.26168 sec, 78c5453f-100e-11ec-8ac6-b587e4952d4b
78c54656-100e-11ec-8ac6-b587e4952d4b, 11, 5706.98641 sec, 78c54593-100e-11ec-8ac6-b587e4952d4b
78c54677-100e-11ec-8ac6-b587e4952d4b, 12, 5916.96188 sec, 78c54656-100e-11ec-8ac6-b587e4952d4b
78c546e1-100e-11ec-8ac6-b587e4952d4b, 14, 7073.42192 sec, 78c546aa-100e-11ec-8ac6-b587e4952d4b
78c54749-100e-11ec-8ac6-b587e4952d4b, 15, 7181.89944 sec, 78c546e1-100e-11ec-8ac6-b587e4952d4b
79567cfa-100e-11ec-8ac6-b587e4952d4b, 16, 7847.06119 sec, 78c54749-100e-11ec-8ac6-b587e4952d4b
79567d48-100e-11ec-8ac6-b587e4952d4b, 17, 10682.859869999998 sec, 79567cfa-100e-11ec-8ac6-b587e4952d4b
79567e64-100e-11ec-8ac6-b587e4952d4b, 18, 11274.15348 sec, 79567d48-100e-11ec-8ac6-b587e4952d4b
79567ecb-100e-11ec-8ac6-b587e4952d4b, 19, 12965.65805 sec, 79567e64-100e-11ec-8ac6-b587e4952d4b
79567f73-100e-11ec-8ac6-b587e4952d4b, 20, 13477.32914 sec, 79567ecb-100e-11ec-8ac6-b587e4952d4b
79567fae-100e-11ec-8ac6-b587e4952d4b, 21, 13740.355109999999 sec, 79567f73-100e-11ec-8ac6-b587e4952d4b
79567fd4-100e-11ec-8ac6-b587e4952d4b, 22, 14187.26523 sec, 79567fae-100e-11ec-8ac6-b587e4952d4b
79568017-100e-11ec-8ac6-b587e4952d4b, 23, 14452.605710000002 sec, 79567fd4-100e-11ec-8ac6-b587e4952d4b
7956804f-100e-11ec-8ac6-b587e4952d4b, 24, 14674.43216 sec, 79568017-100e-11ec-8ac6-b587e4952d4b
79568071-100e-11ec-8ac6-b587e4952d4b, 25, 14938.18343 sec, 7956804f-100e-11ec-8ac6-b587e4952d4b
795680ac-100e-11ec-8ac6-b587e4952d4b, 26, 15217.219140000001 sec, 79568071-100e-11ec-8ac6-b587e4952d4b
795680d8-100e-11ec-8ac6-b587e4952d4b, 27, 15328.67858 sec, 795680ac-100e-11ec-8ac6-b587e4952d4b
79fd20f1-100e-11ec-8ac6-b587e4952d4b, 28, 15334.5515 sec, 795680d8-100e-11ec-8ac6-b587e4952d4b
79fd2106-100e-11ec-8ac6-b587e4952d4b, 29, 15546.86766 sec, 79fd20f1-100e-11ec-8ac6-b587e4952d4b
79fd2135-100e-11ec-8ac6-b587e4952d4b, 30, 17192.90941 sec, 79fd2106-100e-11ec-8ac6-b587e4952d4b
79fd21f4-100e-11ec-8ac6-b587e4952d4b, 31, 17798.82531 sec, 79fd2135-100e-11ec-8ac6-b587e4952d4b
79fd2247-100e-11ec-8ac6-b587e4952d4b, 32, 18124.04815 sec, 79fd21f4-100e-11ec-8ac6-b587e4952d4b
79fd2281-100e-11ec-8ac6-b587e4952d4b, 33, 19227.78704 sec, 79fd2247-100e-11ec-8ac6-b587e4952d4b
79fd22fc-100e-11ec-8ac6-b587e4952d4b, 34, 19807.66028 sec, 79fd2281-100e-11ec-8ac6-b587e4952d4b
79fd2355-100e-11ec-8ac6-b587e4952d4b, 35, 20661.0456 sec, 79fd22fc-100e-11ec-8ac6-b587e4952d4b
79fd23b5-100e-11ec-8ac6-b587e4952d4b, 36, 21139.36216 sec, 79fd2355-100e-11ec-8ac6-b587e4952d4b
79fd2402-100e-11ec-8ac6-b587e4952d4b, 37, 21153.81492 sec, 79fd23b5-100e-11ec-8ac6-b587e4952d4b
79fd2419-100e-11ec-8ac6-b587e4952d4b, 38, 21274.24825 sec, 79fd2402-100e-11ec-8ac6-b587e4952d4b
79fd2494-100e-11ec-8ac6-b587e4952d4b, 40, 22140.75583 sec, 79fd2441-100e-11ec-8ac6-b587e4952d4b
79fd24b0-100e-11ec-8ac6-b587e4952d4b, 41, 22841.48169 sec, 79fd2494-100e-11ec-8ac6-b587e4952d4b
7a9c0da5-100e-11ec-8ac6-b587e4952d4b, 42, 23474.49558 sec, 79fd24b0-100e-11ec-8ac6-b587e4952d4b
7a9c0dfc-100e-11ec-8ac6-b587e4952d4b, 43, 23618.965050000003 sec, 7a9c0da5-100e-11ec-8ac6-b587e4952d4b
7a9c0e19-100e-11ec-8ac6-b587e4952d4b, 44, 24450.50621 sec, 7a9c0dfc-100e-11ec-8ac6-b587e4952d4b
7a9c0e8d-100e-11ec-8ac6-b587e4952d4b, 45, 25605.714050000002 sec, 7a9c0e19-100e-11ec-8ac6-b587e4952d4b
7a9c0f18-100e-11ec-8ac6-b587e4952d4b, 46, 26338.311510000003 sec, 7a9c0e8d-100e-11ec-8ac6-b587e4952d4b
7a9c0f6d-100e-11ec-8ac6-b587e4952d4b, 47, 27130.657760000002 sec, 7a9c0f18-100e-11ec-8ac6-b587e4952d4b
7a9c0fcd-100e-11ec-8ac6-b587e4952d4b, 48, 27206.14153 sec, 7a9c0f6d-100e-11ec-8ac6-b587e4952d4b
7a9c0fec-100e-11ec-8ac6-b587e4952d4b, 49, 27456.95807 sec, 7a9c0fcd-100e-11ec-8ac6-b587e4952d4b
7a9c101c-100e-11ec-8ac6-b587e4952d4b, 50, 27689.513320000002 sec, 7a9c0fec-100e-11ec-8ac6-b587e4952d4b
7a9c1052-100e-11ec-8ac6-b587e4952d4b, 51, 28202.35855 sec, 7a9c101c-100e-11ec-8ac6-b587e4952d4b
7a9c1084-100e-11ec-8ac6-b587e4952d4b, 52, 28225.79862 sec, 7a9c1052-100e-11ec-8ac6-b587e4952d4b
7a9c1098-100e-11ec-8ac6-b587e4952d4b, 53, 28332.63021 sec, 7a9c1084-100e-11ec-8ac6-b587e4952d4b
7a9c10bd-100e-11ec-8ac6-b587e4952d4b, 54, 28622.39387 sec, 7a9c1098-100e-11ec-8ac6-b587e4952d4b
7a9c10ea-100e-11ec-8ac6-b587e4952d4b, 55, 29735.337420000003 sec, 7a9c10bd-100e-11ec-8ac6-b587e4952d4b
7b3a7391-100e-11ec-8ac6-b587e4952d4b, 56, 30189.505350000003 sec, 7a9c10ea-100e-11ec-8ac6-b587e4952d4b
7b3a73d4-100e-11ec-8ac6-b587e4952d4b, 57, 30371.488879999997 sec, 7b3a7391-100e-11ec-8ac6-b587e4952d4b
7b3a7400-100e-11ec-8ac6-b587e4952d4b, 58, 30475.93514 sec, 7b3a73d4-100e-11ec-8ac6-b587e4952d4b
7b3a7425-100e-11ec-8ac6-b587e4952d4b, 59, 30509.41339 sec, 7b3a7400-100e-11ec-8ac6-b587e4952d4b
7b3a7438-100e-11ec-8ac6-b587e4952d4b, 60, 31847.87516 sec, 7b3a7425-100e-11ec-8ac6-b587e4952d4b
7b3a74de-100e-11ec-8ac6-b587e4952d4b, 61, 32040.51162 sec, 7b3a7438-100e-11ec-8ac6-b587e4952d4b
7b3a7504-100e-11ec-8ac6-b587e4952d4b, 62, 32771.79714 sec, 7b3a74de-100e-11ec-8ac6-b587e4952d4b
7b3a7562-100e-11ec-8ac6-b587e4952d4b, 63, 32819.06925 sec, 7b3a7504-100e-11ec-8ac6-b587e4952d4b
7b3a7575-100e-11ec-8ac6-b587e4952d4b, 64, 33582.75953 sec, 7b3a7562-100e-11ec-8ac6-b587e4952d4b
7b3a75c1-100e-11ec-8ac6-b587e4952d4b, 65, 34054.50191 sec, 7b3a7575-100e-11ec-8ac6-b587e4952d4b
7b3a7607-100e-11ec-8ac6-b587e4952d4b, 66, 35197.298579999995 sec, 7b3a75c1-100e-11ec-8ac6-b587e4952d4b
7b3a7695-100e-11ec-8ac6-b587e4952d4b, 67, 35340.81242 sec, 7b3a7607-100e-11ec-8ac6-b587e4952d4b
7b3a76b3-100e-11ec-8ac6-b587e4952d4b, 68, 35442.74431 sec, 7b3a7695-100e-11ec-8ac6-b587e4952d4b
