blockHash, blockNum, TimeOfArrival, parentBlockHash
720f83fc-0f6f-11ec-8feb-0dcea3726d40, 3, 850.04833 sec, 720f83f0-0f6f-11ec-8feb-0dcea3726d40
720f841b-0f6f-11ec-8feb-0dcea3726d40, 6, 1261.1178400000001 sec, 720f8412-0f6f-11ec-8feb-0dcea3726d40
720f841f-0f6f-11ec-8feb-0dcea3726d40, 7, 1370.7343899999998 sec, 720f841b-0f6f-11ec-8feb-0dcea3726d40
720f8457-0f6f-11ec-8feb-0dcea3726d40, 12, 2688.6654399999998 sec, 720f843f-0f6f-11ec-8feb-0dcea3726d40
720f845a-0f6f-11ec-8feb-0dcea3726d40, 13, 2954.97315 sec, 720f8457-0f6f-11ec-8feb-0dcea3726d40
720f847b-0f6f-11ec-8feb-0dcea3726d40, 17, 3593.61623 sec, 720f8470-0f6f-11ec-8feb-0dcea3726d40
720f8489-0f6f-11ec-8feb-0dcea3726d40, 19, 3840.65327 sec, 720f8482-0f6f-11ec-8feb-0dcea3726d40
720f848c-0f6f-11ec-8feb-0dcea3726d40, 20, 4127.84363 sec, 720f8489-0f6f-11ec-8feb-0dcea3726d40
720f8496-0f6f-11ec-8feb-0dcea3726d40, 21, 4350.3431900000005 sec, 720f848c-0f6f-11ec-8feb-0dcea3726d40
720f84a6-0f6f-11ec-8feb-0dcea3726d40, 24, 4472.1468700000005 sec, 720f84a0-0f6f-11ec-8feb-0dcea3726d40
720f84a9-0f6f-11ec-8feb-0dcea3726d40, 25, 4642.946400000001 sec, 720f84a6-0f6f-11ec-8feb-0dcea3726d40
720f84c1-0f6f-11ec-8feb-0dcea3726d40, 28, 5128.51884 sec, 720f84ba-0f6f-11ec-8feb-0dcea3726d40
720f84c3-0f6f-11ec-8feb-0dcea3726d40, 29, 5740.87111 sec, 720f84c1-0f6f-11ec-8feb-0dcea3726d40
720f84cf-0f6f-11ec-8feb-0dcea3726d40, 30, 5953.98355 sec, 720f84c3-0f6f-11ec-8feb-0dcea3726d40
720f84f1-0f6f-11ec-8feb-0dcea3726d40, 34, 6396.66831 sec, 720f84e3-0f6f-11ec-8feb-0dcea3726d40
720f850d-0f6f-11ec-8feb-0dcea3726d40, 38, 7098.82883 sec, 720f8505-0f6f-11ec-8feb-0dcea3726d40
720f8530-0f6f-11ec-8feb-0dcea3726d40, 43, 7708.6989699999995 sec, 720f8529-0f6f-11ec-8feb-0dcea3726d40
720f8533-0f6f-11ec-8feb-0dcea3726d40, 44, 8104.35365 sec, 720f8530-0f6f-11ec-8feb-0dcea3726d40
720f854e-0f6f-11ec-8feb-0dcea3726d40, 47, 8538.66813 sec, 720f8548-0f6f-11ec-8feb-0dcea3726d40
720f8556-0f6f-11ec-8feb-0dcea3726d40, 48, 9290.8899 sec, 720f854e-0f6f-11ec-8feb-0dcea3726d40
720f8570-0f6f-11ec-8feb-0dcea3726d40, 49, 9293.03445 sec, 720f8556-0f6f-11ec-8feb-0dcea3726d40
720f857a-0f6f-11ec-8feb-0dcea3726d40, 51, 9549.85965 sec, 720f8576-0f6f-11ec-8feb-0dcea3726d40
720f8581-0f6f-11ec-8feb-0dcea3726d40, 52, 9685.535039999999 sec, 720f857a-0f6f-11ec-8feb-0dcea3726d40
720f85b9-0f6f-11ec-8feb-0dcea3726d40, 60, 11437.17834 sec, 720f85ad-0f6f-11ec-8feb-0dcea3726d40
720f85d4-0f6f-11ec-8feb-0dcea3726d40, 63, 11718.467869999999 sec, 720f85cb-0f6f-11ec-8feb-0dcea3726d40
720f85d6-0f6f-11ec-8feb-0dcea3726d40, 64, 11733.36894 sec, 720f85d4-0f6f-11ec-8feb-0dcea3726d40
720f85db-0f6f-11ec-8feb-0dcea3726d40, 65, 11742.83458 sec, 720f85d6-0f6f-11ec-8feb-0dcea3726d40
