Peer ID : 8
Mean Block Creation Time : 30000.0 ms


5c7d46c1-0e6f-11ec-8feb-0dcea3726d40 : 139423.46 ms

5c7d4723-0e6f-11ec-8feb-0dcea3726d40 : 149035.8 ms

5c7d474a-0e6f-11ec-8feb-0dcea3726d40 : 205187.76 ms

5c7d476f-0e6f-11ec-8feb-0dcea3726d40 : 212272.73 ms

5c7d478a-0e6f-11ec-8feb-0dcea3726d40 : 215399.33 ms

5c7d479c-0e6f-11ec-8feb-0dcea3726d40 : 245298.43 ms

5c7d47bd-0e6f-11ec-8feb-0dcea3726d40 : 265571.83 ms

5c7d47cf-0e6f-11ec-8feb-0dcea3726d40 : 283035.35 ms

5c7d47e3-0e6f-11ec-8feb-0dcea3726d40 : 288817.67 ms

5c7d4807-0e6f-11ec-8feb-0dcea3726d40 : 332518.65 ms

5c7d481d-0e6f-11ec-8feb-0dcea3726d40 : 520946.3 ms

5c7d4861-0e6f-11ec-8feb-0dcea3726d40 : 577935.13 ms

5c7d4892-0e6f-11ec-8feb-0dcea3726d40 : 607231.67 ms

5c7d48b0-0e6f-11ec-8feb-0dcea3726d40 : 646576.02 ms

5c7d48e6-0e6f-11ec-8feb-0dcea3726d40 : 686616.77 ms

5c7d48f4-0e6f-11ec-8feb-0dcea3726d40 : 710684.1 ms

5c7d4916-0e6f-11ec-8feb-0dcea3726d40 : 725065.58 ms

5c7d4947-0e6f-11ec-8feb-0dcea3726d40 : 745641.24 ms

5c7d4968-0e6f-11ec-8feb-0dcea3726d40 : 875919.85 ms

5c7d49a4-0e6f-11ec-8feb-0dcea3726d40 : 901609.64 ms

5c7d49c8-0e6f-11ec-8feb-0dcea3726d40 : 950347.49 ms

5c7d49e7-0e6f-11ec-8feb-0dcea3726d40 : 995583.02 ms

5c7d4a0d-0e6f-11ec-8feb-0dcea3726d40 : 1035521.15 ms

5c7d4a34-0e6f-11ec-8feb-0dcea3726d40 : 1040507.02 ms

5c7d4a48-0e6f-11ec-8feb-0dcea3726d40 : 1062281.98 ms

5c7d4a5f-0e6f-11ec-8feb-0dcea3726d40 : 1095369.55 ms

5c7d4a7c-0e6f-11ec-8feb-0dcea3726d40 : 1124079.38 ms

5c7d4a93-0e6f-11ec-8feb-0dcea3726d40 : 1146880.19 ms

5ce8c52b-0e6f-11ec-8feb-0dcea3726d40 : 1198081.12 ms

5ce8c545-0e6f-11ec-8feb-0dcea3726d40 : 1220230.55 ms

5ce8c55e-0e6f-11ec-8feb-0dcea3726d40 : 1266281.76 ms

5ce8c589-0e6f-11ec-8feb-0dcea3726d40 : 1298679.71 ms

5ce8c59f-0e6f-11ec-8feb-0dcea3726d40 : 1352115.74 ms

5ce8c5e1-0e6f-11ec-8feb-0dcea3726d40 : 1378272.57 ms

5ce8c5f9-0e6f-11ec-8feb-0dcea3726d40 : 1430037.53 ms

5ce8c615-0e6f-11ec-8feb-0dcea3726d40 : 1472455.57 ms

5ce8c637-0e6f-11ec-8feb-0dcea3726d40 : 1490117.0 ms

5ce8c679-0e6f-11ec-8feb-0dcea3726d40 : 1536007.71 ms

5ce8c698-0e6f-11ec-8feb-0dcea3726d40 : 1549881.63 ms

5ce8c6a7-0e6f-11ec-8feb-0dcea3726d40 : 1560354.03 ms

5ce8c6bc-0e6f-11ec-8feb-0dcea3726d40 : 1584309.84 ms

5ce8c6fe-0e6f-11ec-8feb-0dcea3726d40 : 1633234.49 ms

5ce8c70e-0e6f-11ec-8feb-0dcea3726d40 : 1653945.22 ms

5ce8c72a-0e6f-11ec-8feb-0dcea3726d40 : 1677772.91 ms

5ce8c748-0e6f-11ec-8feb-0dcea3726d40 : 1698400.62 ms

5ce8c765-0e6f-11ec-8feb-0dcea3726d40 : 1704101.09 ms

5ce8c77a-0e6f-11ec-8feb-0dcea3726d40 : 1739741.81 ms

5ce8c792-0e6f-11ec-8feb-0dcea3726d40 : 1762028.35 ms

5ce8c7a1-0e6f-11ec-8feb-0dcea3726d40 : 1767373.39 ms

5ce8c7c1-0e6f-11ec-8feb-0dcea3726d40 : 1796314.17 ms

5ce8c7cd-0e6f-11ec-8feb-0dcea3726d40 : 1814409.38 ms

5ce8c7f3-0e6f-11ec-8feb-0dcea3726d40 : 1832766.0 ms

5ce8c814-0e6f-11ec-8feb-0dcea3726d40 : 1833293.65 ms

5ce8c81a-0e6f-11ec-8feb-0dcea3726d40 : 1876059.66 ms

5ce8c84a-0e6f-11ec-8feb-0dcea3726d40 : 1893216.65 ms

5ce8c860-0e6f-11ec-8feb-0dcea3726d40 : 1909674.57 ms

5ce8c884-0e6f-11ec-8feb-0dcea3726d40 : 1920705.07 ms

5ce8c88d-0e6f-11ec-8feb-0dcea3726d40 : 1929785.96 ms

5ce8c8af-0e6f-11ec-8feb-0dcea3726d40 : 1943459.71 ms

5ce8c8c6-0e6f-11ec-8feb-0dcea3726d40 : 2008551.19 ms

5ce8c8ea-0e6f-11ec-8feb-0dcea3726d40 : 2048119.25 ms

5d453cc7-0e6f-11ec-8feb-0dcea3726d40 : 2050853.14 ms

5d453cdc-0e6f-11ec-8feb-0dcea3726d40 : 2061321.9 ms

5d453ced-0e6f-11ec-8feb-0dcea3726d40 : 2081743.27 ms

5d453d0a-0e6f-11ec-8feb-0dcea3726d40 : 2089929.59 ms

5d453d17-0e6f-11ec-8feb-0dcea3726d40 : 2125966.42 ms

5d453d43-0e6f-11ec-8feb-0dcea3726d40 : 2135264.49 ms

5d453d4d-0e6f-11ec-8feb-0dcea3726d40 : 2141390.42 ms

5d453d72-0e6f-11ec-8feb-0dcea3726d40 : 2157935.35 ms

5d453da0-0e6f-11ec-8feb-0dcea3726d40 : 2171710.05 ms

5d453da6-0e6f-11ec-8feb-0dcea3726d40 : 2201150.92 ms

5d453dc2-0e6f-11ec-8feb-0dcea3726d40 : 2216953.63 ms

5d453de4-0e6f-11ec-8feb-0dcea3726d40 : 2227065.1 ms

5d453e00-0e6f-11ec-8feb-0dcea3726d40 : 2299496.62 ms

5d453e24-0e6f-11ec-8feb-0dcea3726d40 : 2331585.51 ms

5d453e48-0e6f-11ec-8feb-0dcea3726d40 : 2333551.26 ms

5d453e59-0e6f-11ec-8feb-0dcea3726d40 : 2412727.25 ms

5d453e8e-0e6f-11ec-8feb-0dcea3726d40 : 2437817.25 ms

5d453eab-0e6f-11ec-8feb-0dcea3726d40 : 2441632.02 ms

5d453ed4-0e6f-11ec-8feb-0dcea3726d40 : 2494241.96 ms

5d453eef-0e6f-11ec-8feb-0dcea3726d40 : 2518926.65 ms

5d453f08-0e6f-11ec-8feb-0dcea3726d40 : 2527270.26 ms

5d453f2c-0e6f-11ec-8feb-0dcea3726d40 : 2536443.24 ms

5d453f34-0e6f-11ec-8feb-0dcea3726d40 : 2560083.23 ms

5d453f5c-0e6f-11ec-8feb-0dcea3726d40 : 2575862.49 ms

5d453f91-0e6f-11ec-8feb-0dcea3726d40 : 2643249.05 ms

5d453fc8-0e6f-11ec-8feb-0dcea3726d40 : 2694270.08 ms

5d453ff3-0e6f-11ec-8feb-0dcea3726d40 : 2717096.03 ms

5d454006-0e6f-11ec-8feb-0dcea3726d40 : 2717854.31 ms

5d45402a-0e6f-11ec-8feb-0dcea3726d40 : 2723979.69 ms

5d454039-0e6f-11ec-8feb-0dcea3726d40 : 2726698.32 ms

5d454045-0e6f-11ec-8feb-0dcea3726d40 : 2795134.42 ms

5d45408a-0e6f-11ec-8feb-0dcea3726d40 : 2821436.9 ms

5d9eb466-0e6f-11ec-8feb-0dcea3726d40 : 2884530.38 ms

5d9eb48d-0e6f-11ec-8feb-0dcea3726d40 : 2887557.34 ms

5d9eb4a4-0e6f-11ec-8feb-0dcea3726d40 : 2939483.56 ms

5d9eb4ef-0e6f-11ec-8feb-0dcea3726d40 : 2992949.61 ms

5d9eb4ff-0e6f-11ec-8feb-0dcea3726d40 : 3055905.67 ms

5d9eb52b-0e6f-11ec-8feb-0dcea3726d40 : 3134673.32 ms

5d9eb560-0e6f-11ec-8feb-0dcea3726d40 : 3152055.42 ms

5d9eb576-0e6f-11ec-8feb-0dcea3726d40 : 3187412.23 ms

5d9eb596-0e6f-11ec-8feb-0dcea3726d40 : 3264272.89 ms

5d9eb5c6-0e6f-11ec-8feb-0dcea3726d40 : 3295903.72 ms

5d9eb5e5-0e6f-11ec-8feb-0dcea3726d40 : 3320722.11 ms

5d9eb605-0e6f-11ec-8feb-0dcea3726d40 : 3369686.01 ms

5d9eb634-0e6f-11ec-8feb-0dcea3726d40 : 3409970.3 ms

5d9eb660-0e6f-11ec-8feb-0dcea3726d40 : 3421063.48 ms

5d9eb681-0e6f-11ec-8feb-0dcea3726d40 : 3460224.37 ms

5d9eb69d-0e6f-11ec-8feb-0dcea3726d40 : 3462250.15 ms

5d9eb6be-0e6f-11ec-8feb-0dcea3726d40 : 3544364.08 ms

5d9eb6e2-0e6f-11ec-8feb-0dcea3726d40 : 3548179.14 ms

5d9eb6fa-0e6f-11ec-8feb-0dcea3726d40 : 3608216.17 ms

5d9eb715-0e6f-11ec-8feb-0dcea3726d40 : 3656113.79 ms

5d9eb735-0e6f-11ec-8feb-0dcea3726d40 : 3659215.36 ms

5d9eb775-0e6f-11ec-8feb-0dcea3726d40 : 3716588.23 ms

5d9eb784-0e6f-11ec-8feb-0dcea3726d40 : 3727602.94 ms

5d9eb79b-0e6f-11ec-8feb-0dcea3726d40 : 3768974.87 ms

5d9eb7be-0e6f-11ec-8feb-0dcea3726d40 : 3814683.12 ms

5d9eb7ef-0e6f-11ec-8feb-0dcea3726d40 : 3903935.41 ms

5d9eb81b-0e6f-11ec-8feb-0dcea3726d40 : 3929382.22 ms

5e12d6f5-0e6f-11ec-8feb-0dcea3726d40 : 3962100.29 ms

5e12d711-0e6f-11ec-8feb-0dcea3726d40 : 3969775.69 ms

5e12d719-0e6f-11ec-8feb-0dcea3726d40 : 4002625.88 ms

5e12d745-0e6f-11ec-8feb-0dcea3726d40 : 4036973.36 ms

5e12d765-0e6f-11ec-8feb-0dcea3726d40 : 4154318.47 ms

5e12d797-0e6f-11ec-8feb-0dcea3726d40 : 4157025.91 ms

5e12d7ae-0e6f-11ec-8feb-0dcea3726d40 : 4162183.73 ms

5e12d7c1-0e6f-11ec-8feb-0dcea3726d40 : 4164676.72 ms

5e12d7e8-0e6f-11ec-8feb-0dcea3726d40 : 4178897.74 ms

5e12d80b-0e6f-11ec-8feb-0dcea3726d40 : 4193139.99 ms

5e12d828-0e6f-11ec-8feb-0dcea3726d40 : 4258653.63 ms

5e12d854-0e6f-11ec-8feb-0dcea3726d40 : 4260973.58 ms

5e12d861-0e6f-11ec-8feb-0dcea3726d40 : 4271201.85 ms

5e12d875-0e6f-11ec-8feb-0dcea3726d40 : 4286291.05 ms

5e12d893-0e6f-11ec-8feb-0dcea3726d40 : 4333432.15 ms

5e12d8c1-0e6f-11ec-8feb-0dcea3726d40 : 4345285.12 ms

5e12d8db-0e6f-11ec-8feb-0dcea3726d40 : 4428286.35 ms

5e12d901-0e6f-11ec-8feb-0dcea3726d40 : 4431026.94 ms

5e12d914-0e6f-11ec-8feb-0dcea3726d40 : 4452645.37 ms

5e12d934-0e6f-11ec-8feb-0dcea3726d40 : 4456254.76 ms

5e12d948-0e6f-11ec-8feb-0dcea3726d40 : 4488114.15 ms

5e12d963-0e6f-11ec-8feb-0dcea3726d40 : 4492821.01 ms

5e12d985-0e6f-11ec-8feb-0dcea3726d40 : 4509653.2 ms

5e12d990-0e6f-11ec-8feb-0dcea3726d40 : 4524387.35 ms

5e12d9a6-0e6f-11ec-8feb-0dcea3726d40 : 4555691.71 ms

5e12d9d5-0e6f-11ec-8feb-0dcea3726d40 : 4556549.37 ms

5e12d9db-0e6f-11ec-8feb-0dcea3726d40 : 4603726.07 ms

5e12da17-0e6f-11ec-8feb-0dcea3726d40 : 4622051.74 ms

5e12da23-0e6f-11ec-8feb-0dcea3726d40 : 4650275.47 ms

5e12da40-0e6f-11ec-8feb-0dcea3726d40 : 4706591.7 ms

5e12daa9-0e6f-11ec-8feb-0dcea3726d40 : 4850431.9 ms

5e12dac4-0e6f-11ec-8feb-0dcea3726d40 : 4914730.04 ms

5e7f5232-0e6f-11ec-8feb-0dcea3726d40 : 4915039.55 ms

5e7f523a-0e6f-11ec-8feb-0dcea3726d40 : 4915136.21 ms

5e7f524e-0e6f-11ec-8feb-0dcea3726d40 : 4915456.85 ms

5e7f525f-0e6f-11ec-8feb-0dcea3726d40 : 4948711.16 ms

5e7f5286-0e6f-11ec-8feb-0dcea3726d40 : 4957058.36 ms

5e7f52b8-0e6f-11ec-8feb-0dcea3726d40 : 5003265.44 ms

5e7f52d4-0e6f-11ec-8feb-0dcea3726d40 : 5033397.95 ms

5e7f52f3-0e6f-11ec-8feb-0dcea3726d40 : 5042592.0 ms

5e7f52fe-0e6f-11ec-8feb-0dcea3726d40 : 5054289.24 ms

5e7f5320-0e6f-11ec-8feb-0dcea3726d40 : 5086464.28 ms

5e7f532e-0e6f-11ec-8feb-0dcea3726d40 : 5094300.92 ms

5e7f5355-0e6f-11ec-8feb-0dcea3726d40 : 5097677.74 ms

5e7f536e-0e6f-11ec-8feb-0dcea3726d40 : 5111376.82 ms

5e7f5384-0e6f-11ec-8feb-0dcea3726d40 : 5173270.94 ms

5e7f53ad-0e6f-11ec-8feb-0dcea3726d40 : 5188705.43 ms

5e7f53b4-0e6f-11ec-8feb-0dcea3726d40 : 5205168.61 ms

5e7f53cc-0e6f-11ec-8feb-0dcea3726d40 : 5211196.28 ms

5e7f53e0-0e6f-11ec-8feb-0dcea3726d40 : 5253812.29 ms

5e7f5404-0e6f-11ec-8feb-0dcea3726d40 : 5317559.1 ms

5e7f544e-0e6f-11ec-8feb-0dcea3726d40 : 5353838.32 ms

5e7f5462-0e6f-11ec-8feb-0dcea3726d40 : 5359563.73 ms

5e7f54a3-0e6f-11ec-8feb-0dcea3726d40 : 5397893.33 ms

5e7f54b4-0e6f-11ec-8feb-0dcea3726d40 : 5477741.41 ms

5e7f54e6-0e6f-11ec-8feb-0dcea3726d40 : 5506828.51 ms

5e7f54f8-0e6f-11ec-8feb-0dcea3726d40 : 5561403.66 ms

5e7f5522-0e6f-11ec-8feb-0dcea3726d40 : 5637276.05 ms

5e7f554b-0e6f-11ec-8feb-0dcea3726d40 : 5638404.38 ms

5e7f5565-0e6f-11ec-8feb-0dcea3726d40 : 5640081.82 ms

5e7f5582-0e6f-11ec-8feb-0dcea3726d40 : 5644500.97 ms

5e7f5595-0e6f-11ec-8feb-0dcea3726d40 : 5674413.57 ms

5e7f55b8-0e6f-11ec-8feb-0dcea3726d40 : 5755347.98 ms

5e7f55ee-0e6f-11ec-8feb-0dcea3726d40 : 5786123.69 ms

5edd47ce-0e6f-11ec-8feb-0dcea3726d40 : 5795869.14 ms

5edd47dc-0e6f-11ec-8feb-0dcea3726d40 : 5811525.51 ms

5edd47fc-0e6f-11ec-8feb-0dcea3726d40 : 5840075.59 ms

5edd480b-0e6f-11ec-8feb-0dcea3726d40 : 5880498.13 ms

5edd4830-0e6f-11ec-8feb-0dcea3726d40 : 5906159.2 ms

5edd484e-0e6f-11ec-8feb-0dcea3726d40 : 5955318.09 ms

5edd486f-0e6f-11ec-8feb-0dcea3726d40 : 5967776.28 ms

5edd4882-0e6f-11ec-8feb-0dcea3726d40 : 5977575.61 ms

5edd48a3-0e6f-11ec-8feb-0dcea3726d40 : 5987937.37 ms

