Peer ID : 5
Mean Block Creation Time : 30000.0 ms


5c7d46c1-0e6f-11ec-8feb-0dcea3726d40 : 139434.0 ms

5c7d4723-0e6f-11ec-8feb-0dcea3726d40 : 148924.99 ms

5c7d4737-0e6f-11ec-8feb-0dcea3726d40 : 181988.21 ms

5c7d474a-0e6f-11ec-8feb-0dcea3726d40 : 205195.06 ms

5c7d476f-0e6f-11ec-8feb-0dcea3726d40 : 212279.77 ms

5c7d478a-0e6f-11ec-8feb-0dcea3726d40 : 215403.71 ms

5c7d479c-0e6f-11ec-8feb-0dcea3726d40 : 245281.43 ms

5c7d47bd-0e6f-11ec-8feb-0dcea3726d40 : 265580.62 ms

5c7d47cf-0e6f-11ec-8feb-0dcea3726d40 : 283042.71 ms

5c7d47e3-0e6f-11ec-8feb-0dcea3726d40 : 288827.6 ms

5c7d4807-0e6f-11ec-8feb-0dcea3726d40 : 332526.86 ms

5c7d481d-0e6f-11ec-8feb-0dcea3726d40 : 520954.39 ms

5c7d4861-0e6f-11ec-8feb-0dcea3726d40 : 577944.06 ms

5c7d4892-0e6f-11ec-8feb-0dcea3726d40 : 607240.81 ms

5c7d48b0-0e6f-11ec-8feb-0dcea3726d40 : 646559.17 ms

5c7d48c8-0e6f-11ec-8feb-0dcea3726d40 : 662373.63 ms

5c7d48e6-0e6f-11ec-8feb-0dcea3726d40 : 686593.52 ms

5c7d48f4-0e6f-11ec-8feb-0dcea3726d40 : 710690.92 ms

5c7d492e-0e6f-11ec-8feb-0dcea3726d40 : 733554.52 ms

5c7d4947-0e6f-11ec-8feb-0dcea3726d40 : 745647.33 ms

5c7d4968-0e6f-11ec-8feb-0dcea3726d40 : 875928.16 ms

5c7d49c8-0e6f-11ec-8feb-0dcea3726d40 : 950239.71 ms

5c7d49e7-0e6f-11ec-8feb-0dcea3726d40 : 995590.95 ms

5c7d4a0d-0e6f-11ec-8feb-0dcea3726d40 : 1035529.19 ms

5c7d4a34-0e6f-11ec-8feb-0dcea3726d40 : 1040513.44 ms

5c7d4a5f-0e6f-11ec-8feb-0dcea3726d40 : 1095381.27 ms

5c7d4a7c-0e6f-11ec-8feb-0dcea3726d40 : 1124085.86 ms

5c7d4a93-0e6f-11ec-8feb-0dcea3726d40 : 1146884.98 ms

5ce8c52b-0e6f-11ec-8feb-0dcea3726d40 : 1198063.76 ms

5ce8c545-0e6f-11ec-8feb-0dcea3726d40 : 1220238.03 ms

5ce8c55e-0e6f-11ec-8feb-0dcea3726d40 : 1266290.23 ms

5ce8c589-0e6f-11ec-8feb-0dcea3726d40 : 1298686.85 ms

5ce8c59f-0e6f-11ec-8feb-0dcea3726d40 : 1352122.53 ms

5ce8c5c3-0e6f-11ec-8feb-0dcea3726d40 : 1362967.96 ms

5ce8c5e1-0e6f-11ec-8feb-0dcea3726d40 : 1378281.3 ms

5ce8c5f9-0e6f-11ec-8feb-0dcea3726d40 : 1429930.04 ms

5ce8c637-0e6f-11ec-8feb-0dcea3726d40 : 1490125.81 ms

5ce8c651-0e6f-11ec-8feb-0dcea3726d40 : 1517844.62 ms

5ce8c679-0e6f-11ec-8feb-0dcea3726d40 : 1536014.27 ms

5ce8c698-0e6f-11ec-8feb-0dcea3726d40 : 1549773.68 ms

5ce8c6a7-0e6f-11ec-8feb-0dcea3726d40 : 1560363.41 ms

5ce8c6bc-0e6f-11ec-8feb-0dcea3726d40 : 1584318.73 ms

5ce8c6d6-0e6f-11ec-8feb-0dcea3726d40 : 1601765.76 ms

5ce8c6fe-0e6f-11ec-8feb-0dcea3726d40 : 1633242.59 ms

5ce8c70e-0e6f-11ec-8feb-0dcea3726d40 : 1653954.29 ms

5ce8c748-0e6f-11ec-8feb-0dcea3726d40 : 1698411.0 ms

5ce8c765-0e6f-11ec-8feb-0dcea3726d40 : 1704109.17 ms

5ce8c77a-0e6f-11ec-8feb-0dcea3726d40 : 1739751.2 ms

5ce8c7c1-0e6f-11ec-8feb-0dcea3726d40 : 1796323.65 ms

5ce8c7cd-0e6f-11ec-8feb-0dcea3726d40 : 1814416.26 ms

5ce8c7f3-0e6f-11ec-8feb-0dcea3726d40 : 1832771.77 ms

5ce8c814-0e6f-11ec-8feb-0dcea3726d40 : 1833305.11 ms

5ce8c81a-0e6f-11ec-8feb-0dcea3726d40 : 1876068.26 ms

5ce8c84a-0e6f-11ec-8feb-0dcea3726d40 : 1893225.86 ms

5ce8c860-0e6f-11ec-8feb-0dcea3726d40 : 1909653.43 ms

5ce8c884-0e6f-11ec-8feb-0dcea3726d40 : 1920598.5 ms

5ce8c88d-0e6f-11ec-8feb-0dcea3726d40 : 1929792.37 ms

5ce8c8af-0e6f-11ec-8feb-0dcea3726d40 : 1943352.56 ms

5ce8c8c6-0e6f-11ec-8feb-0dcea3726d40 : 2008560.55 ms

5ce8c8ea-0e6f-11ec-8feb-0dcea3726d40 : 2048128.27 ms

5d453cc7-0e6f-11ec-8feb-0dcea3726d40 : 2050747.01 ms

5d453cdc-0e6f-11ec-8feb-0dcea3726d40 : 2061331.08 ms

5d453d0a-0e6f-11ec-8feb-0dcea3726d40 : 2089937.72 ms

5d453d17-0e6f-11ec-8feb-0dcea3726d40 : 2125975.9 ms

5d453d43-0e6f-11ec-8feb-0dcea3726d40 : 2135272.93 ms

5d453d4d-0e6f-11ec-8feb-0dcea3726d40 : 2141399.48 ms

5d453d72-0e6f-11ec-8feb-0dcea3726d40 : 2157943.88 ms

5d453d84-0e6f-11ec-8feb-0dcea3726d40 : 2161959.8 ms

5d453da0-0e6f-11ec-8feb-0dcea3726d40 : 2171718.28 ms

5d453da6-0e6f-11ec-8feb-0dcea3726d40 : 2201162.98 ms

5d453dc2-0e6f-11ec-8feb-0dcea3726d40 : 2216961.7 ms

5d453de4-0e6f-11ec-8feb-0dcea3726d40 : 2227074.31 ms

5d453e00-0e6f-11ec-8feb-0dcea3726d40 : 2299505.15 ms

5d453e24-0e6f-11ec-8feb-0dcea3726d40 : 2331594.58 ms

5d453e48-0e6f-11ec-8feb-0dcea3726d40 : 2333560.29 ms

5d453e59-0e6f-11ec-8feb-0dcea3726d40 : 2412736.99 ms

5d453e8e-0e6f-11ec-8feb-0dcea3726d40 : 2437825.45 ms

5d453eab-0e6f-11ec-8feb-0dcea3726d40 : 2441640.94 ms

5d453eb8-0e6f-11ec-8feb-0dcea3726d40 : 2460304.5 ms

5d453ed4-0e6f-11ec-8feb-0dcea3726d40 : 2494250.15 ms

5d453eef-0e6f-11ec-8feb-0dcea3726d40 : 2518935.89 ms

5d453f08-0e6f-11ec-8feb-0dcea3726d40 : 2527279.98 ms

5d453f2c-0e6f-11ec-8feb-0dcea3726d40 : 2536337.01 ms

5d453f34-0e6f-11ec-8feb-0dcea3726d40 : 2559976.41 ms

5d453f5c-0e6f-11ec-8feb-0dcea3726d40 : 2575844.46 ms

5d453f74-0e6f-11ec-8feb-0dcea3726d40 : 2606830.17 ms

5d453f91-0e6f-11ec-8feb-0dcea3726d40 : 2643257.46 ms

5d453fb7-0e6f-11ec-8feb-0dcea3726d40 : 2647781.19 ms

5d453fc8-0e6f-11ec-8feb-0dcea3726d40 : 2694278.9 ms

5d453ff3-0e6f-11ec-8feb-0dcea3726d40 : 2717076.96 ms

5d454006-0e6f-11ec-8feb-0dcea3726d40 : 2717863.52 ms

5d45402a-0e6f-11ec-8feb-0dcea3726d40 : 2723873.13 ms

5d454039-0e6f-11ec-8feb-0dcea3726d40 : 2726679.08 ms

5d454045-0e6f-11ec-8feb-0dcea3726d40 : 2795142.64 ms

5d454076-0e6f-11ec-8feb-0dcea3726d40 : 2810934.43 ms

5d45408a-0e6f-11ec-8feb-0dcea3726d40 : 2821443.09 ms

5d9eb466-0e6f-11ec-8feb-0dcea3726d40 : 2884509.25 ms

5d9eb4a4-0e6f-11ec-8feb-0dcea3726d40 : 2939493.83 ms

5d9eb4c7-0e6f-11ec-8feb-0dcea3726d40 : 2965256.78 ms

5d9eb4ef-0e6f-11ec-8feb-0dcea3726d40 : 2992844.49 ms

5d9eb52b-0e6f-11ec-8feb-0dcea3726d40 : 3134683.11 ms

5d9eb560-0e6f-11ec-8feb-0dcea3726d40 : 3152064.49 ms

5d9eb596-0e6f-11ec-8feb-0dcea3726d40 : 3264280.59 ms

5d9eb5c6-0e6f-11ec-8feb-0dcea3726d40 : 3295911.57 ms

5d9eb605-0e6f-11ec-8feb-0dcea3726d40 : 3369695.36 ms

5d9eb634-0e6f-11ec-8feb-0dcea3726d40 : 3409978.79 ms

5d9eb64f-0e6f-11ec-8feb-0dcea3726d40 : 3412091.49 ms

5d9eb660-0e6f-11ec-8feb-0dcea3726d40 : 3421072.67 ms

5d9eb681-0e6f-11ec-8feb-0dcea3726d40 : 3460204.68 ms

5d9eb6be-0e6f-11ec-8feb-0dcea3726d40 : 3544345.14 ms

5d9eb6e2-0e6f-11ec-8feb-0dcea3726d40 : 3548186.77 ms

5d9eb6fa-0e6f-11ec-8feb-0dcea3726d40 : 3608223.68 ms

5d9eb715-0e6f-11ec-8feb-0dcea3726d40 : 3656124.69 ms

5d9eb735-0e6f-11ec-8feb-0dcea3726d40 : 3659223.96 ms

5d9eb74c-0e6f-11ec-8feb-0dcea3726d40 : 3681600.15 ms

5d9eb775-0e6f-11ec-8feb-0dcea3726d40 : 3716473.84 ms

5d9eb784-0e6f-11ec-8feb-0dcea3726d40 : 3727495.22 ms

5d9eb79b-0e6f-11ec-8feb-0dcea3726d40 : 3768983.66 ms

5d9eb7be-0e6f-11ec-8feb-0dcea3726d40 : 3814694.23 ms

5d9eb7ef-0e6f-11ec-8feb-0dcea3726d40 : 3903941.97 ms

5e12d6f5-0e6f-11ec-8feb-0dcea3726d40 : 3962107.95 ms

5e12d711-0e6f-11ec-8feb-0dcea3726d40 : 3969781.75 ms

5e12d719-0e6f-11ec-8feb-0dcea3726d40 : 4002633.49 ms

5e12d745-0e6f-11ec-8feb-0dcea3726d40 : 4036982.09 ms

5e12d765-0e6f-11ec-8feb-0dcea3726d40 : 4154325.08 ms

5e12d797-0e6f-11ec-8feb-0dcea3726d40 : 4157033.43 ms

5e12d7ae-0e6f-11ec-8feb-0dcea3726d40 : 4162191.43 ms

5e12d7c1-0e6f-11ec-8feb-0dcea3726d40 : 4164683.86 ms

5e12d7e8-0e6f-11ec-8feb-0dcea3726d40 : 4178791.59 ms

5e12d7ff-0e6f-11ec-8feb-0dcea3726d40 : 4181850.98 ms

5e12d80b-0e6f-11ec-8feb-0dcea3726d40 : 4193148.27 ms

5e12d828-0e6f-11ec-8feb-0dcea3726d40 : 4258662.22 ms

5e12d854-0e6f-11ec-8feb-0dcea3726d40 : 4260864.85 ms

5e12d861-0e6f-11ec-8feb-0dcea3726d40 : 4271211.09 ms

5e12d875-0e6f-11ec-8feb-0dcea3726d40 : 4286299.5 ms

5e12d8c1-0e6f-11ec-8feb-0dcea3726d40 : 4345291.45 ms

5e12d8db-0e6f-11ec-8feb-0dcea3726d40 : 4428180.94 ms

5e12d901-0e6f-11ec-8feb-0dcea3726d40 : 4431035.05 ms

5e12d934-0e6f-11ec-8feb-0dcea3726d40 : 4456263.29 ms

5e12d948-0e6f-11ec-8feb-0dcea3726d40 : 4488123.06 ms

5e12d963-0e6f-11ec-8feb-0dcea3726d40 : 4492803.55 ms

5e12d985-0e6f-11ec-8feb-0dcea3726d40 : 4509542.73 ms

5e12d990-0e6f-11ec-8feb-0dcea3726d40 : 4524395.58 ms

5e12d9a6-0e6f-11ec-8feb-0dcea3726d40 : 4555700.29 ms

5e12d9d5-0e6f-11ec-8feb-0dcea3726d40 : 4556558.13 ms

5e12d9db-0e6f-11ec-8feb-0dcea3726d40 : 4603734.68 ms

5e12da17-0e6f-11ec-8feb-0dcea3726d40 : 4622060.87 ms

5e12da23-0e6f-11ec-8feb-0dcea3726d40 : 4650285.55 ms

5e12da40-0e6f-11ec-8feb-0dcea3726d40 : 4706601.92 ms

5e12da6d-0e6f-11ec-8feb-0dcea3726d40 : 4828978.35 ms

5e12daa9-0e6f-11ec-8feb-0dcea3726d40 : 4850440.91 ms

5e7f5232-0e6f-11ec-8feb-0dcea3726d40 : 4915048.71 ms

5e7f523a-0e6f-11ec-8feb-0dcea3726d40 : 4915144.54 ms

5e7f525f-0e6f-11ec-8feb-0dcea3726d40 : 4948718.43 ms

5e7f5286-0e6f-11ec-8feb-0dcea3726d40 : 4957067.12 ms

5e7f529f-0e6f-11ec-8feb-0dcea3726d40 : 5000666.97 ms

5e7f52b8-0e6f-11ec-8feb-0dcea3726d40 : 5003274.1 ms

5e7f52d4-0e6f-11ec-8feb-0dcea3726d40 : 5033406.7 ms

5e7f52f3-0e6f-11ec-8feb-0dcea3726d40 : 5042600.71 ms

5e7f52fe-0e6f-11ec-8feb-0dcea3726d40 : 5054296.02 ms

5e7f5320-0e6f-11ec-8feb-0dcea3726d40 : 5086356.87 ms

5e7f532e-0e6f-11ec-8feb-0dcea3726d40 : 5094196.62 ms

5e7f5355-0e6f-11ec-8feb-0dcea3726d40 : 5097658.65 ms

5e7f536e-0e6f-11ec-8feb-0dcea3726d40 : 5111387.88 ms

5e7f5384-0e6f-11ec-8feb-0dcea3726d40 : 5173163.71 ms

5e7f53ad-0e6f-11ec-8feb-0dcea3726d40 : 5188713.57 ms

5e7f53b4-0e6f-11ec-8feb-0dcea3726d40 : 5205176.55 ms

5e7f53cc-0e6f-11ec-8feb-0dcea3726d40 : 5211205.22 ms

5e7f53e0-0e6f-11ec-8feb-0dcea3726d40 : 5253820.73 ms

5e7f5404-0e6f-11ec-8feb-0dcea3726d40 : 5317569.43 ms

5e7f5438-0e6f-11ec-8feb-0dcea3726d40 : 5345300.7 ms

5e7f544e-0e6f-11ec-8feb-0dcea3726d40 : 5353846.37 ms

5e7f5462-0e6f-11ec-8feb-0dcea3726d40 : 5359572.44 ms

5e7f547d-0e6f-11ec-8feb-0dcea3726d40 : 5373622.69 ms

5e7f54a3-0e6f-11ec-8feb-0dcea3726d40 : 5397786.79 ms

5e7f54b4-0e6f-11ec-8feb-0dcea3726d40 : 5477749.15 ms

5e7f54e6-0e6f-11ec-8feb-0dcea3726d40 : 5506721.64 ms

5e7f5522-0e6f-11ec-8feb-0dcea3726d40 : 5637285.41 ms

5e7f554b-0e6f-11ec-8feb-0dcea3726d40 : 5638413.09 ms

5e7f5565-0e6f-11ec-8feb-0dcea3726d40 : 5640090.72 ms

5e7f5582-0e6f-11ec-8feb-0dcea3726d40 : 5644508.9 ms

5e7f5595-0e6f-11ec-8feb-0dcea3726d40 : 5674392.24 ms

5e7f55b8-0e6f-11ec-8feb-0dcea3726d40 : 5755357.05 ms

5e7f55d8-0e6f-11ec-8feb-0dcea3726d40 : 5771435.55 ms

5e7f55ee-0e6f-11ec-8feb-0dcea3726d40 : 5786132.31 ms

5edd47ce-0e6f-11ec-8feb-0dcea3726d40 : 5795874.85 ms

5edd47dc-0e6f-11ec-8feb-0dcea3726d40 : 5811534.54 ms

5edd47fc-0e6f-11ec-8feb-0dcea3726d40 : 5840085.41 ms

5edd480b-0e6f-11ec-8feb-0dcea3726d40 : 5880507.44 ms

5edd4830-0e6f-11ec-8feb-0dcea3726d40 : 5906167.04 ms

5edd484e-0e6f-11ec-8feb-0dcea3726d40 : 5955327.7 ms

5edd486f-0e6f-11ec-8feb-0dcea3726d40 : 5967666.63 ms

5edd4882-0e6f-11ec-8feb-0dcea3726d40 : 5977584.33 ms

