Peer ID : 6
Mean Block Creation Time : 30000.0 ms


5c7d46c1-0e6f-11ec-8feb-0dcea3726d40 : 139476.96 ms

5c7d4723-0e6f-11ec-8feb-0dcea3726d40 : 148968.68 ms

5c7d4737-0e6f-11ec-8feb-0dcea3726d40 : 182030.94 ms

5c7d474a-0e6f-11ec-8feb-0dcea3726d40 : 205237.47 ms

5c7d476f-0e6f-11ec-8feb-0dcea3726d40 : 212322.25 ms

5c7d478a-0e6f-11ec-8feb-0dcea3726d40 : 215446.0 ms

5c7d479c-0e6f-11ec-8feb-0dcea3726d40 : 245324.44 ms

5c7d47bd-0e6f-11ec-8feb-0dcea3726d40 : 265623.73 ms

5c7d47cf-0e6f-11ec-8feb-0dcea3726d40 : 283086.96 ms

5c7d47e3-0e6f-11ec-8feb-0dcea3726d40 : 288869.78 ms

5c7d4807-0e6f-11ec-8feb-0dcea3726d40 : 332571.14 ms

5c7d481d-0e6f-11ec-8feb-0dcea3726d40 : 520997.2 ms

5c7d4861-0e6f-11ec-8feb-0dcea3726d40 : 577988.2 ms

5c7d4892-0e6f-11ec-8feb-0dcea3726d40 : 607283.81 ms

5c7d48b0-0e6f-11ec-8feb-0dcea3726d40 : 646604.68 ms

5c7d48c8-0e6f-11ec-8feb-0dcea3726d40 : 662416.25 ms

5c7d48e6-0e6f-11ec-8feb-0dcea3726d40 : 686637.76 ms

5c7d48f4-0e6f-11ec-8feb-0dcea3726d40 : 710733.13 ms

5c7d4916-0e6f-11ec-8feb-0dcea3726d40 : 724949.61 ms

5c7d492e-0e6f-11ec-8feb-0dcea3726d40 : 733597.83 ms

5c7d4947-0e6f-11ec-8feb-0dcea3726d40 : 745691.77 ms

5c7d4968-0e6f-11ec-8feb-0dcea3726d40 : 875971.31 ms

5c7d49a4-0e6f-11ec-8feb-0dcea3726d40 : 901491.11 ms

5c7d49c8-0e6f-11ec-8feb-0dcea3726d40 : 950286.4 ms

5c7d49e7-0e6f-11ec-8feb-0dcea3726d40 : 995633.8 ms

5c7d4a0d-0e6f-11ec-8feb-0dcea3726d40 : 1035571.53 ms

5c7d4a34-0e6f-11ec-8feb-0dcea3726d40 : 1040557.36 ms

5c7d4a48-0e6f-11ec-8feb-0dcea3726d40 : 1062165.7 ms

5c7d4a5f-0e6f-11ec-8feb-0dcea3726d40 : 1095424.24 ms

5c7d4a93-0e6f-11ec-8feb-0dcea3726d40 : 1146928.91 ms

5ce8c52b-0e6f-11ec-8feb-0dcea3726d40 : 1198108.74 ms

5ce8c545-0e6f-11ec-8feb-0dcea3726d40 : 1220280.47 ms

5ce8c55e-0e6f-11ec-8feb-0dcea3726d40 : 1266332.44 ms

5ce8c59f-0e6f-11ec-8feb-0dcea3726d40 : 1352165.6 ms

5ce8c5c3-0e6f-11ec-8feb-0dcea3726d40 : 1363010.99 ms

5ce8c5e1-0e6f-11ec-8feb-0dcea3726d40 : 1378323.94 ms

5ce8c5f9-0e6f-11ec-8feb-0dcea3726d40 : 1429972.37 ms

5ce8c615-0e6f-11ec-8feb-0dcea3726d40 : 1472336.1 ms

5ce8c637-0e6f-11ec-8feb-0dcea3726d40 : 1490170.43 ms

5ce8c651-0e6f-11ec-8feb-0dcea3726d40 : 1517887.61 ms

5ce8c679-0e6f-11ec-8feb-0dcea3726d40 : 1536057.42 ms

5ce8c698-0e6f-11ec-8feb-0dcea3726d40 : 1549816.15 ms

5ce8c6a7-0e6f-11ec-8feb-0dcea3726d40 : 1560406.33 ms

5ce8c6bc-0e6f-11ec-8feb-0dcea3726d40 : 1584361.3 ms

5ce8c6d6-0e6f-11ec-8feb-0dcea3726d40 : 1601808.42 ms

5ce8c6fe-0e6f-11ec-8feb-0dcea3726d40 : 1633284.92 ms

5ce8c70e-0e6f-11ec-8feb-0dcea3726d40 : 1653996.78 ms

5ce8c72a-0e6f-11ec-8feb-0dcea3726d40 : 1677654.45 ms

5ce8c748-0e6f-11ec-8feb-0dcea3726d40 : 1698453.33 ms

5ce8c765-0e6f-11ec-8feb-0dcea3726d40 : 1704152.76 ms

5ce8c77a-0e6f-11ec-8feb-0dcea3726d40 : 1739795.38 ms

5ce8c792-0e6f-11ec-8feb-0dcea3726d40 : 1761909.33 ms

5ce8c7a1-0e6f-11ec-8feb-0dcea3726d40 : 1767255.74 ms

5ce8c7c1-0e6f-11ec-8feb-0dcea3726d40 : 1796366.16 ms

5ce8c7cd-0e6f-11ec-8feb-0dcea3726d40 : 1814458.77 ms

5ce8c7f3-0e6f-11ec-8feb-0dcea3726d40 : 1832814.63 ms

5ce8c814-0e6f-11ec-8feb-0dcea3726d40 : 1833348.14 ms

5ce8c81a-0e6f-11ec-8feb-0dcea3726d40 : 1876110.75 ms

5ce8c84a-0e6f-11ec-8feb-0dcea3726d40 : 1893269.1 ms

5ce8c860-0e6f-11ec-8feb-0dcea3726d40 : 1909697.49 ms

5ce8c884-0e6f-11ec-8feb-0dcea3726d40 : 1920642.3 ms

5ce8c88d-0e6f-11ec-8feb-0dcea3726d40 : 1929835.42 ms

5ce8c8af-0e6f-11ec-8feb-0dcea3726d40 : 1943395.69 ms

5ce8c8c6-0e6f-11ec-8feb-0dcea3726d40 : 2008607.95 ms

5d453cc7-0e6f-11ec-8feb-0dcea3726d40 : 2050790.01 ms

5d453cdc-0e6f-11ec-8feb-0dcea3726d40 : 2061373.31 ms

5d453ced-0e6f-11ec-8feb-0dcea3726d40 : 2081623.11 ms

5d453d0a-0e6f-11ec-8feb-0dcea3726d40 : 2089980.69 ms

5d453d17-0e6f-11ec-8feb-0dcea3726d40 : 2126019.19 ms

5d453d43-0e6f-11ec-8feb-0dcea3726d40 : 2135315.28 ms

5d453d4d-0e6f-11ec-8feb-0dcea3726d40 : 2141441.71 ms

5d453d72-0e6f-11ec-8feb-0dcea3726d40 : 2157988.39 ms

5d453d84-0e6f-11ec-8feb-0dcea3726d40 : 2162002.49 ms

5d453da0-0e6f-11ec-8feb-0dcea3726d40 : 2171762.12 ms

5d453da6-0e6f-11ec-8feb-0dcea3726d40 : 2201206.41 ms

5d453dc2-0e6f-11ec-8feb-0dcea3726d40 : 2217004.0 ms

5d453de4-0e6f-11ec-8feb-0dcea3726d40 : 2227117.48 ms

5d453e00-0e6f-11ec-8feb-0dcea3726d40 : 2299549.45 ms

5d453e24-0e6f-11ec-8feb-0dcea3726d40 : 2331638.09 ms

5d453e48-0e6f-11ec-8feb-0dcea3726d40 : 2333604.59 ms

5d453e59-0e6f-11ec-8feb-0dcea3726d40 : 2412779.19 ms

5d453e8e-0e6f-11ec-8feb-0dcea3726d40 : 2437868.93 ms

5d453eab-0e6f-11ec-8feb-0dcea3726d40 : 2441684.09 ms

5d453eb8-0e6f-11ec-8feb-0dcea3726d40 : 2460346.93 ms

5d453ed4-0e6f-11ec-8feb-0dcea3726d40 : 2494292.81 ms

5d453f08-0e6f-11ec-8feb-0dcea3726d40 : 2527323.0 ms

5d453f2c-0e6f-11ec-8feb-0dcea3726d40 : 2536379.38 ms

5d453f34-0e6f-11ec-8feb-0dcea3726d40 : 2560020.36 ms

5d453f5c-0e6f-11ec-8feb-0dcea3726d40 : 2575886.97 ms

5d453f74-0e6f-11ec-8feb-0dcea3726d40 : 2606873.77 ms

5d453f91-0e6f-11ec-8feb-0dcea3726d40 : 2643300.25 ms

5d453fb7-0e6f-11ec-8feb-0dcea3726d40 : 2647823.59 ms

5d453fc8-0e6f-11ec-8feb-0dcea3726d40 : 2694322.04 ms

5d453ff3-0e6f-11ec-8feb-0dcea3726d40 : 2717119.66 ms

5d454006-0e6f-11ec-8feb-0dcea3726d40 : 2717906.37 ms

5d45402a-0e6f-11ec-8feb-0dcea3726d40 : 2723918.16 ms

5d454039-0e6f-11ec-8feb-0dcea3726d40 : 2726721.92 ms

5d454045-0e6f-11ec-8feb-0dcea3726d40 : 2795184.79 ms

5d454076-0e6f-11ec-8feb-0dcea3726d40 : 2810977.38 ms

5d45408a-0e6f-11ec-8feb-0dcea3726d40 : 2821485.81 ms

5d9eb466-0e6f-11ec-8feb-0dcea3726d40 : 2884552.02 ms

5d9eb48d-0e6f-11ec-8feb-0dcea3726d40 : 2887437.37 ms

5d9eb4a4-0e6f-11ec-8feb-0dcea3726d40 : 2939536.45 ms

5d9eb4c7-0e6f-11ec-8feb-0dcea3726d40 : 2965300.08 ms

5d9eb4ef-0e6f-11ec-8feb-0dcea3726d40 : 2992890.01 ms

5d9eb4ff-0e6f-11ec-8feb-0dcea3726d40 : 3055788.07 ms

5d9eb52b-0e6f-11ec-8feb-0dcea3726d40 : 3134727.61 ms

5d9eb560-0e6f-11ec-8feb-0dcea3726d40 : 3152107.19 ms

5d9eb576-0e6f-11ec-8feb-0dcea3726d40 : 3187294.49 ms

5d9eb596-0e6f-11ec-8feb-0dcea3726d40 : 3264323.16 ms

5d9eb5c6-0e6f-11ec-8feb-0dcea3726d40 : 3295955.13 ms

5d9eb5e5-0e6f-11ec-8feb-0dcea3726d40 : 3320604.06 ms

5d9eb605-0e6f-11ec-8feb-0dcea3726d40 : 3369738.31 ms

5d9eb634-0e6f-11ec-8feb-0dcea3726d40 : 3410024.88 ms

5d9eb64f-0e6f-11ec-8feb-0dcea3726d40 : 3412133.9 ms

5d9eb660-0e6f-11ec-8feb-0dcea3726d40 : 3421115.67 ms

5d9eb681-0e6f-11ec-8feb-0dcea3726d40 : 3460248.06 ms

5d9eb69d-0e6f-11ec-8feb-0dcea3726d40 : 3462131.21 ms

5d9eb6be-0e6f-11ec-8feb-0dcea3726d40 : 3544387.88 ms

5d9eb6fa-0e6f-11ec-8feb-0dcea3726d40 : 3608266.07 ms

5d9eb715-0e6f-11ec-8feb-0dcea3726d40 : 3656167.25 ms

5d9eb735-0e6f-11ec-8feb-0dcea3726d40 : 3659267.96 ms

5d9eb74c-0e6f-11ec-8feb-0dcea3726d40 : 3681642.46 ms

5d9eb775-0e6f-11ec-8feb-0dcea3726d40 : 3716518.68 ms

5d9eb784-0e6f-11ec-8feb-0dcea3726d40 : 3727538.53 ms

5d9eb79b-0e6f-11ec-8feb-0dcea3726d40 : 3769026.28 ms

5d9eb7be-0e6f-11ec-8feb-0dcea3726d40 : 3814737.91 ms

5d9eb7ef-0e6f-11ec-8feb-0dcea3726d40 : 3903984.66 ms

5d9eb81b-0e6f-11ec-8feb-0dcea3726d40 : 3929263.7 ms

5e12d6f5-0e6f-11ec-8feb-0dcea3726d40 : 3962151.05 ms

5e12d745-0e6f-11ec-8feb-0dcea3726d40 : 4037024.74 ms

5e12d765-0e6f-11ec-8feb-0dcea3726d40 : 4154367.94 ms

5e12d797-0e6f-11ec-8feb-0dcea3726d40 : 4157076.42 ms

5e12d7ae-0e6f-11ec-8feb-0dcea3726d40 : 4162235.48 ms

5e12d7c1-0e6f-11ec-8feb-0dcea3726d40 : 4164726.57 ms

5e12d7e8-0e6f-11ec-8feb-0dcea3726d40 : 4178833.88 ms

5e12d7ff-0e6f-11ec-8feb-0dcea3726d40 : 4181893.76 ms

5e12d828-0e6f-11ec-8feb-0dcea3726d40 : 4258705.88 ms

5e12d854-0e6f-11ec-8feb-0dcea3726d40 : 4260907.65 ms

5e12d861-0e6f-11ec-8feb-0dcea3726d40 : 4271254.31 ms

5e12d875-0e6f-11ec-8feb-0dcea3726d40 : 4286341.75 ms

5e12d893-0e6f-11ec-8feb-0dcea3726d40 : 4333314.44 ms

5e12d8c1-0e6f-11ec-8feb-0dcea3726d40 : 4345334.5 ms

5e12d8db-0e6f-11ec-8feb-0dcea3726d40 : 4428223.25 ms

5e12d901-0e6f-11ec-8feb-0dcea3726d40 : 4431078.81 ms

5e12d914-0e6f-11ec-8feb-0dcea3726d40 : 4452526.4 ms

5e12d934-0e6f-11ec-8feb-0dcea3726d40 : 4456309.62 ms

5e12d963-0e6f-11ec-8feb-0dcea3726d40 : 4492845.8 ms

5e12d985-0e6f-11ec-8feb-0dcea3726d40 : 4509586.0 ms

5e12d990-0e6f-11ec-8feb-0dcea3726d40 : 4524438.49 ms

5e12d9a6-0e6f-11ec-8feb-0dcea3726d40 : 4555746.37 ms

5e12d9d5-0e6f-11ec-8feb-0dcea3726d40 : 4556601.36 ms

5e12d9db-0e6f-11ec-8feb-0dcea3726d40 : 4603776.87 ms

5e12da17-0e6f-11ec-8feb-0dcea3726d40 : 4622103.76 ms

5e12da23-0e6f-11ec-8feb-0dcea3726d40 : 4650328.13 ms

5e12da40-0e6f-11ec-8feb-0dcea3726d40 : 4706648.04 ms

5e12da6d-0e6f-11ec-8feb-0dcea3726d40 : 4829021.31 ms

5e12daa9-0e6f-11ec-8feb-0dcea3726d40 : 4850484.84 ms

5e12dac4-0e6f-11ec-8feb-0dcea3726d40 : 4914611.58 ms

5e7f5232-0e6f-11ec-8feb-0dcea3726d40 : 4915093.33 ms

5e7f523a-0e6f-11ec-8feb-0dcea3726d40 : 4915188.04 ms

5e7f524e-0e6f-11ec-8feb-0dcea3726d40 : 4915338.05 ms

5e7f5286-0e6f-11ec-8feb-0dcea3726d40 : 4957109.54 ms

5e7f529f-0e6f-11ec-8feb-0dcea3726d40 : 5000709.46 ms

5e7f52b8-0e6f-11ec-8feb-0dcea3726d40 : 5003316.62 ms

5e7f52d4-0e6f-11ec-8feb-0dcea3726d40 : 5033451.59 ms

5e7f52f3-0e6f-11ec-8feb-0dcea3726d40 : 5042643.48 ms

5e7f52fe-0e6f-11ec-8feb-0dcea3726d40 : 5054339.6 ms

5e7f5320-0e6f-11ec-8feb-0dcea3726d40 : 5086398.99 ms

5e7f532e-0e6f-11ec-8feb-0dcea3726d40 : 5094239.17 ms

5e7f5355-0e6f-11ec-8feb-0dcea3726d40 : 5097702.36 ms

5e7f536e-0e6f-11ec-8feb-0dcea3726d40 : 5111430.21 ms

5e7f5384-0e6f-11ec-8feb-0dcea3726d40 : 5173206.27 ms

5e7f53ad-0e6f-11ec-8feb-0dcea3726d40 : 5188756.72 ms

5e7f53b4-0e6f-11ec-8feb-0dcea3726d40 : 5205219.6 ms

5e7f53cc-0e6f-11ec-8feb-0dcea3726d40 : 5211247.84 ms

5e7f53e0-0e6f-11ec-8feb-0dcea3726d40 : 5253863.9 ms

5e7f5404-0e6f-11ec-8feb-0dcea3726d40 : 5317613.61 ms

5e7f5438-0e6f-11ec-8feb-0dcea3726d40 : 5345343.14 ms

5e7f544e-0e6f-11ec-8feb-0dcea3726d40 : 5353888.83 ms

5e7f5462-0e6f-11ec-8feb-0dcea3726d40 : 5359615.77 ms

5e7f547d-0e6f-11ec-8feb-0dcea3726d40 : 5373665.12 ms

5e7f54a3-0e6f-11ec-8feb-0dcea3726d40 : 5397829.7 ms

5e7f54e6-0e6f-11ec-8feb-0dcea3726d40 : 5506764.11 ms

5e7f54f8-0e6f-11ec-8feb-0dcea3726d40 : 5561285.29 ms

5e7f5522-0e6f-11ec-8feb-0dcea3726d40 : 5637327.82 ms

5e7f554b-0e6f-11ec-8feb-0dcea3726d40 : 5638456.84 ms

5e7f5582-0e6f-11ec-8feb-0dcea3726d40 : 5644552.29 ms

5e7f5595-0e6f-11ec-8feb-0dcea3726d40 : 5674434.57 ms

5e7f55b8-0e6f-11ec-8feb-0dcea3726d40 : 5755399.95 ms

5e7f55d8-0e6f-11ec-8feb-0dcea3726d40 : 5771478.31 ms

5e7f55ee-0e6f-11ec-8feb-0dcea3726d40 : 5786174.53 ms

5edd47ce-0e6f-11ec-8feb-0dcea3726d40 : 5795918.33 ms

